,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,CDLMARUBOZU,CDL3STARSINSOUTH,CDL3OUTSIDE,CDL3WHITESOLDIERS,CDLBREAKAWAY,CDLEVENINGSTAR,CDLHAMMER,CDLHARAMICROSS,CDLINVERTEDHAMMER,CDLMATCHINGLOW,CDLMORNINGDOJISTAR,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSTICKSANDWICH,CDLUNIQUE3RIVER,CDLTHRUSTING,CDLXSIDEGAP3METHODS,bull_pattern_count,bull_pattern_names,bear_pattern_count,bear_pattern_names,filtered
5,5,5,5,2023-12-08,A,128.08999633789062,129.0,126.97000122070312,127.1999969482422,126.98522186279295,1438100,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDL3OUTSIDE,1
6,6,6,6,2023-12-11,A,127.62000274658205,129.6300048828125,127.22000122070312,128.97000122070312,128.7522430419922,1897100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,,1,CDLXSIDEGAP3METHODS,1
17,17,17,17,2023-12-27,A,139.77999877929688,140.16000366210938,139.0800018310547,139.82000732421875,139.58392333984375,1182300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
18,18,18,18,2023-12-28,A,140.5399932861328,140.80999755859375,139.64999389648438,139.77000427246094,139.5340118408203,892600,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
19,19,19,19,2023-12-29,A,139.07000732421875,139.6999969482422,138.36000061035156,139.02999877929688,139.02999877929688,1014400,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
21,21,21,21,2024-01-03,A,138.0,138.0,131.07000732421875,131.16000366210938,131.16000366210938,2074500,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
29,29,29,29,2023-12-07,AA,25.15999984741211,25.290000915527344,24.270000457763672,24.940000534057617,24.940000534057617,6780000,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
30,30,30,30,2023-12-08,AA,25.040000915527344,25.725000381469727,24.8700008392334,25.020000457763672,25.020000457763672,5128100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
31,31,31,31,2023-12-11,AA,24.75,25.31999969482422,24.670000076293945,24.93000030517578,24.93000030517578,4290700,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
33,33,33,33,2023-12-13,AA,24.040000915527344,26.040000915527344,23.88500022888184,25.989999771118164,25.989999771118164,7919100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
34,34,34,34,2023-12-14,AA,27.040000915527344,30.13500022888184,26.940000534057617,29.89999961853028,29.89999961853028,16594000,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
41,41,41,41,2023-12-26,AA,33.86000061035156,34.119998931884766,33.5,33.869998931884766,33.869998931884766,4505900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
43,43,43,43,2023-12-28,AA,34.68000030517578,34.8120002746582,34.198001861572266,34.54999923706055,34.54999923706055,3909900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
44,44,44,44,2023-12-29,AA,34.310001373291016,34.7400016784668,33.93000030517578,34.0,34.0,3294300,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
47,47,47,47,2024-01-04,AA,31.1299991607666,31.489999771118164,30.86000061035156,31.1299991607666,31.1299991607666,4543600,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
49,49,49,49,2024-01-08,AA,31.81999969482422,32.09000015258789,31.21999931335449,31.729999542236328,31.729999542236328,4990200,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,1,CDLHARAMICROSS,1
50,50,50,50,2023-12-01,AAL,12.460000038146973,13.0600004196167,12.4399995803833,13.020000457763672,13.020000457763672,48841500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
52,52,52,52,2023-12-05,AAL,13.220000267028809,13.289999961853027,13.010000228881836,13.130000114440918,13.130000114440918,40142400,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
56,56,56,56,2023-12-11,AAL,13.760000228881836,13.789999961853027,13.609999656677246,13.720000267028809,13.720000267028809,28383700,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
78,78,78,78,2023-12-06,AAON,64.0,64.77999877929688,63.720001220703125,63.93999862670898,63.93999862670898,408500,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHARAMICROSS,CDLRICKSHAWMAN",0,,1
80,80,80,80,2023-12-08,AAON,64.7699966430664,66.44000244140625,64.38999938964844,65.33999633789062,65.33999633789062,298900,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
87,87,87,87,2023-12-19,AAON,71.0999984741211,72.51000213623047,71.0999984741211,72.36000061035156,72.36000061035156,611400,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
91,91,91,91,2023-12-26,AAON,74.0,74.70999908447266,73.48999786376953,74.1500015258789,74.1500015258789,203100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
96,96,96,96,2024-01-03,AAON,73.19000244140625,73.62999725341797,72.16000366210938,73.11000061035156,73.11000061035156,456000,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,1,CDLHARAMICROSS,1
99,99,99,99,2024-01-08,AAON,72.36000061035156,73.76000213623047,72.36000061035156,73.69999694824219,73.69999694824219,234500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
102,102,102,102,2023-12-05,AAP,55.400001525878906,55.41999816894531,52.31999969482422,53.15999984741211,53.15999984741211,1580500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,CDLXSIDEGAP3METHODS,0,,1
112,112,112,112,2023-12-19,AAP,61.06999969482422,61.900001525878906,60.34000015258789,60.86000061035156,60.86000061035156,1868900,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHARAMICROSS,CDLRICKSHAWMAN",0,,1
114,114,114,114,2023-12-21,AAP,60.91999816894531,61.220001220703125,59.540000915527344,60.68999862670898,60.68999862670898,975600,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
118,118,118,118,2023-12-28,AAP,61.310001373291016,62.150001525878906,60.97999954223633,61.4900016784668,61.4900016784668,895600,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
119,119,119,119,2023-12-29,AAP,61.150001525878906,61.369998931884766,60.79999923706055,61.02999877929688,61.02999877929688,1393700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
133,133,133,133,2023-12-13,AAPL,195.08999633789065,198.0,194.8500061035156,197.9600067138672,197.9600067138672,70404200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
134,134,134,134,2023-12-14,AAPL,198.0200042724609,199.6199951171875,196.1600036621093,198.1100006103516,198.1100006103516,66831600,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
135,135,135,135,2023-12-15,AAPL,197.52999877929688,198.3999938964844,197.0,197.57000732421875,197.57000732421875,128256700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
136,136,136,136,2023-12-18,AAPL,196.08999633789065,196.6300048828125,194.38999938964844,195.88999938964844,195.88999938964844,55751900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
146,146,146,146,2024-01-03,AAPL,184.22000122070312,185.8800048828125,183.42999267578125,184.25,184.25,58414500,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
147,147,147,147,2024-01-04,AAPL,182.1499938964844,183.08999633789065,180.8800048828125,181.9100036621093,181.9100036621093,71983600,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
153,153,153,153,2023-12-06,AAT,21.290000915527344,21.5,21.01000022888184,21.18000030517578,21.18000030517578,487300,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHAMMER,CDLRICKSHAWMAN",0,,1
154,154,154,154,2023-12-07,AAT,21.309999465942383,21.6299991607666,21.059999465942383,21.479999542236328,21.479999542236328,419500,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
156,156,156,156,2023-12-11,AAT,21.43000030517578,21.61000061035156,21.36000061035156,21.459999084472656,21.459999084472656,493700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
157,157,157,157,2023-12-12,AAT,21.489999771118164,21.59000015258789,21.25,21.420000076293945,21.420000076293945,850600,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHAMMER,CDLRICKSHAWMAN",0,,1
161,161,161,161,2023-12-18,AAT,23.170000076293945,23.170000076293945,22.559999465942383,22.559999465942383,22.559999465942383,334800,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
163,163,163,163,2023-12-20,AAT,22.61000061035156,23.34000015258789,22.59000015258789,22.6299991607666,22.6299991607666,385400,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
164,164,164,164,2023-12-21,AAT,22.770000457763672,23.040000915527344,22.479999542236328,22.75,22.75,340900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
169,169,169,169,2023-12-29,AAT,22.979999542236328,22.979999542236328,22.51000022888184,22.51000022888184,22.51000022888184,296200,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
177,177,177,177,2023-12-05,AB,28.549999237060547,28.75,28.020000457763672,28.43000030517578,28.43000030517578,423800,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
178,178,178,178,2023-12-06,AB,28.43000030517578,29.020000457763672,28.34000015258789,28.420000076293945,28.420000076293945,511100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
186,186,186,186,2023-12-18,AB,32.16999816894531,32.36000061035156,31.64999961853028,32.209999084472656,32.209999084472656,552800,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
192,192,192,192,2023-12-27,AB,31.229999542236328,31.86000061035156,31.200000762939453,31.32999992370605,31.32999992370605,283000,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
194,194,194,194,2023-12-29,AB,31.1299991607666,31.51000022888184,30.770000457763672,31.030000686645508,31.030000686645508,494900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
195,195,195,195,2024-01-02,AB,30.920000076293945,31.0,30.40999984741211,30.75,30.75,261100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
196,196,196,196,2024-01-03,AB,30.40999984741211,30.709999084472656,30.100000381469727,30.3700008392334,30.3700008392334,238700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
199,199,199,199,2024-01-08,AB,31.200000762939453,31.530000686645508,30.82999992370605,31.25,31.25,464900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
210,210,210,210,2023-12-15,ABBV,154.74000549316406,155.88999938964844,153.11000061035156,154.0399932861328,154.0399932861328,15203000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,CDLXSIDEGAP3METHODS,0,,1
212,212,212,212,2023-12-19,ABBV,153.58999633789062,154.47999572753906,152.4499969482422,153.60000610351562,153.60000610351562,5476700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
213,213,213,213,2023-12-20,ABBV,153.99000549316406,154.2100067138672,151.5399932861328,151.69000244140625,151.69000244140625,4716400,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
221,221,221,221,2024-01-03,ABBV,160.58999633789062,161.75,159.83999633789062,160.4600067138672,160.4600067138672,5301400,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
223,223,223,223,2024-01-05,ABBV,161.3300018310547,163.02999877929688,160.61000061035156,162.13999938964844,162.13999938964844,5607600,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
228,228,228,228,2023-12-06,ABCB,46.36000061035156,47.619998931884766,45.84000015258789,45.84999847412109,45.72201919555664,255100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
230,230,230,230,2023-12-08,ABCB,46.9900016784668,47.59000015258789,46.43000030517578,47.0,46.86881256103516,344900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
231,231,231,231,2023-12-11,ABCB,46.93999862670898,47.400001525878906,46.77000045776367,47.06999969482422,46.93861770629883,374600,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,2,"CDLMATCHINGLOW,CDLRICKSHAWMAN",0,,1
236,236,236,236,2023-12-18,ABCB,52.630001068115234,52.63999938964844,51.2400016784668,51.43000030517578,51.28644943237305,475200,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
238,238,238,238,2023-12-20,ABCB,52.5099983215332,53.63999938964844,51.4900016784668,51.4900016784668,51.346282958984375,775600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1,CDLSTICKSANDWICH,0,,1
239,239,239,239,2023-12-21,ABCB,51.90999984741211,52.040000915527344,51.22999954223633,51.7400016784668,51.595584869384766,642600,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
240,240,240,240,2023-12-22,ABCB,52.25,52.900001525878906,51.68000030517578,52.52000045776367,52.37340545654297,349800,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,2,"CDLRICKSHAWMAN,CDLUNIQUE3RIVER",0,,1
242,242,242,242,2023-12-27,ABCB,53.70000076293945,53.84000015258789,52.93999862670898,53.7400016784668,53.59000015258789,216300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
246,246,246,246,2024-01-03,ABCB,51.52999877929688,51.650001525878906,50.02000045776367,50.13999938964844,50.13999938964844,404900,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
250,250,250,250,2023-12-01,ABCL,4.679999828338623,4.860000133514404,4.519999980926514,4.829999923706055,4.829999923706055,2053300,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
254,254,254,254,2023-12-07,ABCL,4.869999885559082,4.960000038146973,4.789999961853027,4.840000152587891,4.840000152587891,854000,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
255,255,255,255,2023-12-08,ABCL,4.789999961853027,4.96999979019165,4.699999809265137,4.869999885559082,4.869999885559082,1524300,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHAMMER,CDLRICKSHAWMAN",0,,1
257,257,257,257,2023-12-12,ABCL,4.78000020980835,4.800000190734863,4.650000095367432,4.78000020980835,4.78000020980835,1039600,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
259,259,259,259,2023-12-14,ABCL,5.170000076293945,5.519000053405762,5.159999847412109,5.480000019073486,5.480000019073486,3298400,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
265,265,265,265,2023-12-22,ABCL,5.699999809265137,5.829999923706055,5.635000228881836,5.690000057220459,5.690000057220459,877000,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
267,267,267,267,2023-12-27,ABCL,5.820000171661377,5.889999866485596,5.699999809265137,5.800000190734863,5.800000190734863,1013700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
270,270,270,270,2024-01-02,ABCL,5.619999885559082,5.889999866485596,5.539999961853027,5.730000019073486,5.730000019073486,1054400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,,1,CDLTHRUSTING,1
279,279,279,279,2023-12-07,ABG,215.07000732421875,215.8800048828125,213.009994506836,215.8099975585937,215.8099975585937,91400,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
284,284,284,284,2023-12-14,ABG,227.6499938964844,238.27999877929688,227.6499938964844,234.33999633789065,234.33999633789065,278600,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
287,287,287,287,2023-12-19,ABG,225.47999572753903,227.4499969482422,222.6699981689453,225.5500030517578,225.5500030517578,346000,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHARAMICROSS,CDLRICKSHAWMAN",0,,1
292,292,292,292,2023-12-27,ABG,224.42999267578125,226.72000122070312,221.52999877929688,223.9900054931641,223.9900054931641,160500,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
295,295,295,295,2024-01-02,ABG,222.97999572753903,225.6300048828125,220.63999938964844,222.83999633789065,222.83999633789065,165600,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
299,299,299,299,2024-01-08,ABG,205.7899932861328,209.1000061035156,204.27999877929688,208.75,208.75,107500,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,CDLMORNINGDOJISTAR,0,,1
304,304,304,304,2023-12-07,ABM,43.11000061035156,43.61000061035156,42.68999862670898,43.59999847412109,43.37979888916016,386600,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
310,310,310,310,2023-12-15,ABM,46.83000183105469,46.9900016784668,45.45000076293945,45.90999984741211,45.678131103515625,1634400,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDL3OUTSIDE,1
311,311,311,311,2023-12-18,ABM,45.90999984741211,46.08000183105469,45.2400016784668,45.79999923706055,45.56868743896485,462700,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
314,314,314,314,2023-12-21,ABM,45.59000015258789,45.66999816894531,44.880001068115234,45.34000015258789,45.11101150512695,687200,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
320,320,320,320,2024-01-02,ABM,44.560001373291016,44.95000076293945,44.310001373291016,44.54999923706055,44.32500076293945,529000,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
321,321,321,321,2024-01-03,ABM,44.29999923706055,44.34999847412109,43.38999938964844,43.400001525878906,43.400001525878906,660500,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
329,329,329,329,2023-12-07,ABNB,135.50999450683594,141.16000366210938,135.42999267578125,139.83999633789062,139.83999633789062,7108600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,CDLSEPARATINGLINES,0,,1
336,336,336,336,2023-12-18,ABNB,147.16000366210938,148.4600067138672,146.1199951171875,147.5,147.5,4175200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
339,339,339,339,2023-12-21,ABNB,142.3699951171875,143.49000549316406,140.30999755859375,142.08999633789062,142.08999633789062,3318500,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHARAMICROSS,CDLRICKSHAWMAN",0,,1
343,343,343,343,2023-12-28,ABNB,136.5500030517578,137.19000244140625,135.69500732421875,137.0,137.0,2770800,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
345,345,345,345,2024-01-02,ABNB,134.42999267578125,135.60000610351562,133.33999633789062,134.47999572753906,134.47999572753906,3485200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
352,352,352,352,2023-12-05,ABR,13.670000076293944,13.949999809265137,13.520000457763672,13.670000076293944,13.670000076293944,6230900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
361,361,361,361,2023-12-18,ABR,15.460000038146973,15.760000228881836,15.260000228881836,15.359999656677246,15.359999656677246,2933100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
370,370,370,370,2024-01-02,ABR,15.0,15.31999969482422,14.800000190734863,15.029999732971191,15.029999732971191,5620700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
381,381,381,381,2023-12-11,ABT,104.20999908447266,106.25,104.20999908447266,106.22000122070312,106.22000122070312,5208200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
383,383,383,383,2023-12-13,ABT,106.01000213623048,107.27999877929688,105.9000015258789,107.25,107.25,6534800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
388,388,388,388,2023-12-20,ABT,107.8499984741211,108.81999969482422,107.3000030517578,107.4000015258789,107.4000015258789,5666200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
392,392,392,392,2023-12-27,ABT,109.04000091552734,109.8000030517578,109.04000091552734,109.79000091552734,109.79000091552734,2471800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
395,395,395,395,2024-01-02,ABT,109.55999755859376,111.0,109.55999755859376,109.8499984741211,109.8499984741211,5058600,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
398,398,398,398,2024-01-05,ABT,110.70999908447266,111.0500030517578,110.02999877929688,110.8000030517578,110.8000030517578,4127700,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,1,CDLHARAMICROSS,1
405,405,405,405,2023-12-08,ACA,77.4800033569336,78.4000015258789,76.76000213623047,77.7699966430664,77.7699966430664,207100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
409,409,409,409,2023-12-14,ACA,80.61000061035156,81.2699966430664,79.58999633789062,80.06999969482422,80.06999969482422,348000,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
410,410,410,410,2023-12-15,ACA,80.41999816894531,80.91000366210938,79.47000122070312,80.08999633789062,80.08999633789062,617500,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
416,416,416,416,2023-12-26,ACA,83.55999755859375,84.20999908447266,83.43299865722656,83.62000274658203,83.62000274658203,261600,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
418,418,418,418,2023-12-28,ACA,83.51000213623047,84.06999969482422,83.45999908447266,83.58000183105469,83.58000183105469,128500,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
423,423,423,423,2024-01-05,ACA,77.76000213623047,79.08000183105469,77.76000213623047,78.37000274658203,78.37000274658203,252900,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
424,424,424,424,2024-01-08,ACA,78.27999877929688,79.33000183105469,78.27999877929688,79.31999969482422,79.31999969482422,152800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
431,431,431,431,2023-12-11,ACAD,21.170000076293945,21.26000022888184,20.8799991607666,21.09000015258789,21.09000015258789,1477300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
437,437,437,437,2023-12-19,ACAD,30.200000762939453,30.46999931335449,29.07999992370605,30.1299991607666,30.1299991607666,2720800,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
439,439,439,439,2023-12-21,ACAD,29.559999465942383,29.920000076293945,28.96999931335449,29.520000457763672,29.520000457763672,1236400,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
452,452,452,452,2023-12-05,ACCD,9.140000343322754,9.140000343322754,8.829999923706055,9.0,9.0,468400,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
453,453,453,453,2023-12-06,ACCD,9.109999656677246,9.3100004196167,9.029999732971191,9.130000114440918,9.130000114440918,591400,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
454,454,454,454,2023-12-07,ACCD,9.109999656677246,9.260000228881836,8.899999618530273,9.239999771118164,9.239999771118164,474000,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
