Report Date,Symbol,Name,Last,Change,% Change,Options Tot Vol,Options OI,Options IV 1y,Options % Change 1m,Call Vol,Put Vol,Put/Call
24-07-17,MSGE,MadisonSquare,38.07,-0.19,-0.50%,8133,6698,0.00%,+1744.22%,8108,25,0.0031
24-07-17,HUBG,HubGroupInc,46.4,-0.46,-0.98%,3436,4270,46.84%,+1400.44%,3425,11,0.0032
24-07-17,GFS,Globalfoundrie,57.85,+3.43,6.30%,28372,35580,60.31%,+1203.26%,9009,19363,2.1493
24-07-17,PFGC,PerformanceFo,66.2,+1.67,2.59%,5346,3621,64.99%,+1200.73%,5323,23,0.0043
24-07-17,REI,RingEnergyIn,1.985,+0.01,0.76%,7743,87453,18.31%,+1127.10%,738,7005,9.4919
24-07-17,MRUS,MerusN.V.CS,57.01,-1.83,-3.11%,3802,11938,20.48%,+1008.45%,3802,0,0.0000
24-07-17,WTI,W&TOffshore,2.53,+0.03,1.17%,6322,43625,56.48%,+999.48%,6016,306,0.0509
24-07-17,GXO,GxoLogistics,55.26,-0.55,-0.99%,20716,22684,52.37%,+988.60%,20581,135,0.0066
24-07-17,AUR,AuroraInnovat,4.26,-0.67,-13.64%,46619,58117,64.74%,+948.80%,24939,21680,0.8693
24-07-17,MANH,ManhattanAsso,226.62,-12.53,-5.24%,3434,4724,96.68%,+931.23%,698,2736,3.9198
24-07-17,ITOS,IteosTherapeu,16.97,-0.59,-3.39%,5010,21982,87.33%,+819.27%,7,5003,714.7143
24-07-17,EFX,EquifaxInc,261.55,-3.05,-1.15%,3806,8406,89.59%,+720.26%,1365,2441,1.7883
24-07-17,RHI,RobertHalfIn,67.47,+1.44,2.19%,3546,10390,79.83%,+682.78%,2921,625,0.2140
24-07-17,J,JacobsEnginee,150.43,-0.31,-0.21%,5096,11633,92.26%,+668.63%,5048,48,0.0095
24-07-17,PKG,PackagingCorp,191.45,+0.47,0.25%,3465,8027,72.51%,+631.01%,1354,2111,1.5591
24-07-17,HXL,HexcelCorp,68.15,-0.88,-1.27%,5084,13635,77.06%,+614.04%,4847,237,0.0489
24-07-17,IMAX,ImaxCorp,17.32,+0.02,0.12%,6104,23621,65.99%,+595.22%,5926,178,0.0300
24-07-17,RWT,RedwoodTrust,7.54,+0.04,0.53%,4497,20273,24.18%,+591.85%,4461,36,0.0081
24-07-17,FIVE,FiveBelowInc,77.01,-25.06,-24.55%,36841,56910,96.33%,+584.27%,12710,24131,1.8986
24-07-17,FDMT,4DMolecularT,18.3,-8.45,-31.59%,5355,9225,40.46%,+578.71%,2414,2941,1.2183
24-07-17,TSEM,TowerSemicond,40.81,-0.94,-2.25%,20372,119837,22.12%,+545.71%,20157,215,0.0107
24-07-17,CP,CanadianPacif,84.09,-0.18,-0.21%,15601,37248,58.11%,+545.20%,15567,34,0.0022
24-07-17,AR,AnteroResourc,30.06,-1.59,-5.02%,20382,154539,53.00%,+523.49%,16584,3798,0.2290
24-07-17,LQDA,LiquidiaCorp,11.53,-1.30,-10.09%,22235,69288,64.52%,+502.41%,6025,16210,2.6905
24-07-17,SHLS,ShoalsTechnol,6.8,-0.26,-3.75%,9695,63402,83.53%,+494.79%,3926,5769,1.4694
24-07-17,ALIT,AlightIncCl,7.09,-0.01,-0.07%,13277,74277,66.19%,+469.10%,8770,4507,0.5139
24-07-17,ELV,ElevanceHealt,520.88,-32.26,-5.83%,7473,30815,32.76%,+466.57%,4327,3146,0.7271
24-07-17,SCHW,TheCharlesSc,62.9,-4.53,-6.72%,211723,613506,19.19%,+456.46%,116336,95387,0.8199
24-07-17,AEHR,AehrTestSyst,20.65,+3.81,22.62%,29034,56370,23.17%,+444.83%,24548,4486,0.1827
24-07-17,INFY,InfosysLtdAD,20.58,-0.08,-0.41%,16570,66371,65.24%,+441.15%,4359,12211,2.8013
24-07-17,PCRX,PaciraPharmI,20.75,-0.62,-2.90%,12035,33713,93.87%,+431.58%,5300,6735,1.2708
24-07-17,NBR,NaborsIndustr,88.89,+3.44,4.03%,7518,16258,51.40%,+421.00%,1529,5989,3.9169
24-07-17,HLF,HerbalifeLtd,11.72,+0.37,3.26%,33584,180393,56.96%,+394.61%,4306,29278,6.7993
24-07-17,IEP,IcahnEnterpri,17.83,+0.39,2.24%,22716,111664,34.29%,+383.42%,22370,346,0.0155
24-07-17,BE,BloomEnergyC,15.4,+0.32,2.09%,36957,223279,72.72%,+381.84%,29162,7795,0.2673
24-07-17,HNST,TheHonestCom,3.99,+0.45,12.71%,4799,14619,15.92%,+377.51%,4597,202,0.0439
24-07-17,IBKR,InteractiveBr,123.09,-0.57,-0.46%,10991,42332,39.76%,+375.80%,7338,3653,0.4978
24-07-17,GPCR,StructureTher,37.9,-6.76,-15.14%,3958,28376,12.43%,+362.38%,1813,2145,1.1831
24-07-17,WM,WasteManageme,223.59,+2.70,1.22%,18669,33866,81.00%,+356.90%,18108,561,0.0310
24-07-17,DBI,DesignerBrand,7.3,-0.09,-1.29%,6286,32113,39.09%,+349.96%,6226,60,0.0096
24-07-17,DPZ,DominPizza,478.1,-11.75,-2.40%,11944,31298,70.70%,+345.51%,7770,4174,0.5372
24-07-17,SAGE,SageTherapeut,12.15,-0.01,-0.08%,10799,35130,62.45%,+335.79%,10734,65,0.0061
24-07-17,JBHT,JBHuntTrans,163.71,-12.29,-6.99%,10445,26117,36.82%,+324.94%,4111,6334,1.5407
24-07-17,NXE,NexgenEnergy,6.72,-0.37,-5.22%,39053,325876,64.46%,+321.37%,12655,26398,2.0860
24-07-17,VFC,V.F.Corp,16.29,+2.07,14.56%,62892,462944,83.52%,+320.54%,40710,22182,0.5449
24-07-17,NOK,NokiaCorpADR,3.88,+0.00,0.00%,33399,312579,41.22%,+305.48%,27310,6089,0.2230
24-07-17,GEV,GEVernovaInc,166.43,-16.31,-8.93%,16748,49275,100.00%,+304.44%,5676,11072,1.9507
24-07-17,BK,BankofNewYo,64.34,-0.68,-1.05%,11438,79598,14.21%,+298.68%,3080,8358,2.7136
24-07-17,CHK,ChesapeakeEne,82.07,-0.76,-0.92%,9212,94108,51.77%,+294.69%,127,9085,71.5354
24-07-17,ASML,AsmlHoldings,935.22,-132.97,-12.45%,44470,106778,72.33%,+275.85%,21420,23050,1.0761
24-07-17,CRDO,CredoTechnolo,30.35,-3.48,-10.27%,9344,40282,33.90%,+275.71%,1693,7651,4.5192
24-07-17,NFE,NewFortressE,23.99,+1.73,7.77%,20853,151185,100.00%,+272.57%,18166,2687,0.1479
24-07-17,HPP,HudsonPacific,5.47,-0.11,-1.89%,4574,61348,43.04%,+271.87%,3169,1405,0.4434
24-07-17,BSX,BostonScienti,77.45,-0.69,-0.88%,26805,230086,62.36%,+271.57%,8374,18431,2.2010
24-07-17,JNJ,Johnson&John,156.42,+5.41,3.58%,130847,384223,42.61%,+270.22%,107947,22900,0.2121
24-07-17,SAVE,SpiritAirline,2.8,-0.36,-11.39%,59343,671194,29.41%,+266.93%,11696,47647,4.0738
24-07-17,KEY,Keycorp,16.23,+0.24,1.50%,38984,231941,23.87%,+262.68%,17115,21869,1.2778
24-07-17,CDNS,CadenceDesign,288.56,-23.17,-7.43%,8065,43790,76.23%,+254.19%,6314,1751,0.2773
24-07-17,SIG,SignetJeweler,87.6,-0.93,-1.06%,6059,24016,13.03%,+254.12%,3371,2688,0.7974
24-07-17,CCI,CrownCastleI,105.45,+1.55,1.49%,7827,68880,53.48%,+252.73%,4724,3103,0.6569
24-07-17,NTRS,NorthernTrust,86.6,-4.16,-4.58%,3853,22084,25.00%,+248.69%,1752,2101,1.1992
24-07-17,HBI,HanesbrandsIn,5.47,+0.19,3.60%,4948,141837,47.46%,+246.98%,2677,2271,0.8483
24-07-17,VST,VistraEnergy,77.46,-8.41,-9.79%,75005,324699,97.90%,+236.84%,59029,15976,0.2706
24-07-17,CTSH,CognizantTech,74.67,+0.88,1.19%,12381,95886,59.42%,+234.80%,12194,187,0.0153
24-07-17,MNMD,MindMedicine,8.34,-0.15,-1.83%,4719,45693,25.91%,+233.26%,4264,455,0.1067
24-07-17,FUBO,FubotvInc,1.445,+0.01,1.05%,33390,337099,55.84%,+229.94%,31297,2093,0.0669
24-07-17,MCHP,MicrochipTech,92.04,-2.76,-2.92%,12877,150270,57.86%,+220.96%,11531,1346,0.1167
24-07-17,UPWK,UpworkInc,11.86,-0.11,-0.92%,3503,60684,38.67%,+220.79%,3497,6,0.0017
24-07-17,PLD,PrologisInc,123.11,+1.62,1.33%,11958,72948,30.06%,+218.54%,6158,5800,0.9419
24-07-17,USB,U.S.Bancorp,45.22,+1.92,4.45%,38218,251121,40.27%,+218.40%,29978,8240,0.2749
24-07-17,KMI,KinderMorgan,20.5,+0.26,1.31%,42176,529753,45.02%,+218.17%,30192,11984,0.3969
24-07-17,CFLT,ConfluentInc,25.82,-0.28,-1.07%,14400,166378,60.80%,+214.96%,9336,5064,0.5424
24-07-17,CNC,CenteneCorp,68.01,-1.10,-1.59%,14111,76527,69.96%,+207.76%,4257,9854,2.3148
24-07-17,EPD,EnterprisePro,29.83,+0.22,0.76%,25526,276542,95.51%,+207.62%,23500,2026,0.0862
